fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,Body_tmp,Vibrancy_tmp,Sweetness,Nuance,Tannicity,Body,Vibrancy
9.4,0.615,0.28,3.2,0.087,1.0001,3.31,0.53,9.7,5.3500499999999995,3.40125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.8,0.38,0.55,2.1,0.071,0.9986,3.11,0.62,10.8,5.8993,3.9600000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
10.6,1.02,0.43,2.9,0.076,0.9984,3.08,0.57,10.1,5.5492,3.7824999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.0,0.64,0.02,2.1,0.067,0.997,3.47,0.67,9.4,5.1985,2.7824999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.38,0.48,2.6,0.073,0.9972,3.32,0.7,9.6,5.2985999999999995,2.92,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.1,0.765,0.04,1.6,0.078,0.998,3.29,0.54,9.7,5.348999999999999,3.29875,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.4,1.035,0.15,6.0,0.073,0.999,3.37,0.49,9.9,5.4495000000000005,3.2387500000000005,Sweet,"Complex,Spicy",Soft,Medium,Live
7.0,0.78,0.08,2.0,0.093,0.9956,3.4,0.47,10.0,5.4978,2.815,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
7.4,0.49,0.19,3.0,0.077,0.9966,3.37,0.51,10.5,5.7483,2.8625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.8,0.545,0.12,2.5,0.068,0.996,3.34,0.61,11.6,6.298,2.95125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.7,0.31,0.47,1.6,0.062,0.9983,3.27,0.66,10.0,5.49915,3.4375,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.6,1.025,0.43,2.8,0.08,0.9985,3.06,0.57,10.1,5.54925,3.77875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.9,0.565,0.34,3.0,0.093,0.9998,3.38,0.61,9.5,5.2499,3.2962499999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.7,0.69,0.0,3.2,0.084,0.9992,3.36,0.45,9.4,5.1996,3.1874999999999996,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
9.9,0.74,0.28,2.6,0.078,0.998,3.28,0.51,9.8,5.399,3.55,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.2,0.49,0.18,2.7,0.069,0.9967,3.29,0.48,9.2,5.09835,2.79,Semi-Dry,"Complex,Spicy",Soft,Light,Live
7.6,0.46,0.11,2.6,0.079,0.9968,3.21,0.57,10.0,5.4984,2.8449999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.66,0.0,3.9,0.086,0.9976,3.46,0.54,9.5,5.2488,2.8049999999999997,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
8.9,0.48,0.24,2.85,0.094,0.9982,3.1,0.53,9.2,5.0991,3.18,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
7.6,0.42,0.08,2.7,0.084,0.9968,3.21,0.59,10.0,5.4984,2.8274999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.31,0.3,2.2,0.053,0.9965,2.94,1.62,9.5,5.24825,2.6624999999999996,Semi-Dry,Simple,Robust,Medium,Live
7.5,1.115,0.1,3.1,0.086,0.9958,3.54,0.6,11.2,6.097899999999999,3.0637499999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.0,0.66,0.17,3.0,0.077,0.9976,3.29,0.55,10.4,5.6988,3.2800000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.1,0.72,0.09,2.8,0.084,0.9994,3.43,0.72,11.1,6.0497,3.085,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.865,0.03,3.2,0.071,0.995,3.61,0.49,12.7,6.847499999999999,2.7262500000000003,Semi-Dry,"Complex,Spicy",Soft,Full-Bodied,Live
9.5,0.55,0.66,2.3,0.387,0.9982,3.17,0.67,9.6,5.2991,3.47,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
8.9,0.875,0.13,3.45,0.088,0.9994,3.44,0.52,11.5,6.2497,3.33625,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.835,0.03,2.1,0.092,0.9966,3.39,0.47,9.6,5.2983,2.88875,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
7.0,0.45,0.34,2.7,0.082,0.998,3.55,0.6,9.5,5.249,2.835,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.56,0.2,2.0,0.075,0.9987,3.48,0.62,9.3,5.14935,2.985,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.2,0.59,0.0,2.5,0.093,1.0002,3.5,0.65,9.3,5.1501,3.0725,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.0,0.46,0.23,2.8,0.092,0.9983,3.1,0.56,9.2,5.09915,3.1975000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
9.0,0.69,0.0,2.4,0.088,0.999,3.35,0.6,9.3,5.149500000000001,3.26,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,0.76,0.29,4.2,0.075,0.9965,3.45,0.68,11.5,6.24825,3.2,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
9.2,0.53,0.24,2.6,0.078,0.99788,3.21,0.57,9.5,5.24894,3.295,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.5,0.615,0.0,1.9,0.065,0.9972,3.46,0.65,9.2,5.098599999999999,2.64375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
11.6,0.41,0.58,2.8,0.096,1.00024,3.13,0.53,10.0,5.50012,3.9299999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
11.1,0.39,0.54,2.7,0.095,1.0001,3.13,0.51,9.5,5.25005,3.79,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.2,0.34,0.38,2.5,0.08,0.9978,3.3,0.47,9.0,4.9989,3.0549999999999997,Semi-Dry,"Complex,Spicy",Soft,Light,Live
8.6,0.33,0.4,2.6,0.083,0.99782,3.3,0.48,9.4,5.198910000000001,3.1574999999999998,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
7.2,0.5,0.18,2.1,0.071,0.99761,3.52,0.72,9.6,5.298805,2.85,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.6,0.54,0.13,2.5,0.097,0.99785,3.39,0.61,9.4,5.198925,2.9150000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.8,0.48,0.68,1.7,0.415,0.99656,3.09,1.06,9.1,5.04828,3.0124999999999997,Dry,Intense,Robust,Light,Live
7.8,0.91,0.07,1.9,0.058,0.99525,3.51,0.43,10.7,5.847625,3.0725,Semi-Dry,Simple,Soft,Medium,Live
6.3,0.98,0.01,2.0,0.057,0.99488,3.6,0.46,11.2,6.09744,2.7224999999999997,Semi-Dry,Simple,Soft,Medium,Live
8.8,0.42,0.21,2.5,0.092,0.99823,3.19,0.52,9.2,5.099114999999999,3.1550000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
9.0,0.58,0.25,2.8,0.075,0.99779,3.23,0.57,9.7,5.348895,3.265,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.8,0.7,0.0,1.7,0.069,0.99701,3.31,0.53,10.0,5.498505,3.2025,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.1,0.68,0.11,2.8,0.093,0.99888,3.31,0.55,9.5,5.24944,3.3,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.2,0.67,0.1,3.0,0.091,0.99888,3.31,0.54,9.5,5.24944,3.32,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.8,0.59,0.18,2.9,0.089,0.99738,3.14,0.54,9.4,5.19869,3.1775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.6,0.32,2.7,0.103,0.99938,3.45,0.62,9.5,5.24969,2.9675000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.72,0.01,1.9,0.076,0.99668,3.39,0.54,9.6,5.29834,3.0050000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.4,0.685,0.26,2.4,0.082,0.9978,3.28,0.55,9.4,5.1989,3.40625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.5,0.57,0.27,2.3,0.082,0.99782,3.27,0.55,9.4,5.198910000000001,3.4025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.4,0.29,1.8,0.157,0.9973,3.3,0.92,9.5,5.24865,2.9725,Semi-Dry,Intense,Robust,Medium,Live
7.9,0.4,0.3,1.8,0.157,0.99727,3.31,0.91,9.5,5.248635,2.9775000000000005,Semi-Dry,Intense,Robust,Medium,Live
7.2,1.0,0.0,3.0,0.102,0.99586,3.43,0.46,10.0,5.49793,2.9074999999999998,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
6.9,0.765,0.18,2.4,0.243,0.99612,3.4,0.6,10.3,5.64806,2.81125,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.9,0.635,0.17,2.4,0.241,0.9961,3.4,0.59,10.3,5.6480500000000005,2.77625,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
8.3,0.43,0.3,3.4,0.079,0.99788,3.36,0.61,10.5,5.74894,3.0975,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.52,0.03,2.6,0.076,0.99745,3.5,0.6,9.8,5.398725000000001,2.7874999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.57,0.0,2.0,0.19,0.99676,3.31,0.6,9.4,5.19838,2.72,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
9.0,0.82,0.05,2.4,0.081,0.99814,3.36,0.53,10.0,5.49907,3.3075,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.59,0.01,2.5,0.077,0.99746,3.55,0.59,9.8,5.3987300000000005,2.8125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.63,0.17,2.9,0.099,0.998,3.09,0.52,9.3,5.149,3.1225,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.37,0.43,2.6,0.082,0.99708,3.33,0.68,9.7,5.34854,2.8825000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.8,0.64,0.17,2.9,0.084,0.99818,3.23,0.54,9.6,5.29909,3.2100000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.61,0.02,2.5,0.081,0.99745,3.48,0.6,9.7,5.348725,2.8024999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.6,0.0,2.6,0.055,0.99639,3.38,0.56,10.8,5.898195,2.92,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
10.1,0.27,0.54,2.3,0.065,0.99531,3.17,0.53,12.5,6.747655,3.52,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
10.8,0.89,0.3,2.6,0.132,0.99786,2.99,1.18,10.2,5.598929999999999,3.7450000000000006,Semi-Dry,Intense,Robust,Medium,Brilliant
8.7,0.46,0.31,2.5,0.126,0.99746,3.1,0.74,9.6,5.29873,3.1425,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
9.3,0.37,0.44,1.6,0.038,0.99526,3.24,0.81,10.8,5.89763,3.3375,Dry,Simple,"Balanced,Structured",Medium,Live
7.2,0.61,0.08,4.0,0.082,0.99641,3.25,0.51,9.4,5.198205,2.785,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.55,0.09,3.3,0.068,0.99735,3.23,0.44,10.0,5.498675,3.1175,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
5.1,0.585,0.0,1.7,0.044,0.99264,3.56,0.94,12.9,6.94632,2.31125,Dry,Simple,Robust,Full-Bodied,Liveliness
7.7,0.56,0.08,2.5,0.114,0.9971,3.24,0.66,9.6,5.29855,2.895,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
8.4,0.52,0.22,2.7,0.084,0.99682,3.26,0.57,9.9,5.44841,3.1,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.4,0.25,0.39,2.0,0.041,0.99386,3.27,0.71,12.5,6.74693,3.0775,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Live
7.4,0.53,0.12,1.9,0.165,0.99702,3.26,0.86,9.2,5.098509999999999,2.8275,Semi-Dry,Intense,Robust,Light,Live
7.6,0.48,0.31,2.8,0.07,0.99693,3.22,0.55,10.3,5.648465000000001,2.9025000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.49,0.1,2.6,0.068,0.99562,3.3,0.47,10.5,5.74781,2.7975,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
12.9,0.5,0.55,2.8,0.072,1.00012,3.09,0.68,10.9,5.950060000000001,4.26,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.9,0.39,0.24,2.1,0.102,0.99462,3.44,0.58,11.4,6.19731,2.7425,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.6,0.41,0.54,2.8,0.103,0.99939,3.21,0.76,11.3,6.149695,4.19,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.8,0.51,0.19,3.2,0.081,0.9984,3.23,0.58,10.5,5.7492,3.4325,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.8,0.29,0.42,1.6,0.084,0.99545,3.28,0.73,11.9,6.447725,3.6975,Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.1,0.715,0.0,2.35,0.071,0.99632,3.29,0.45,9.4,5.198160000000001,2.77625,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
9.1,0.66,0.15,3.2,0.097,0.99976,3.28,0.54,9.6,5.29988,3.2975,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.685,0.0,1.9,0.099,0.99606,3.34,0.6,9.7,5.34803,2.75625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
4.9,0.42,0.0,2.1,0.048,0.99154,3.71,0.74,14.0,7.49577,2.2575000000000003,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Liveliness
7.1,0.48,0.28,2.8,0.068,0.99682,3.24,0.53,10.3,5.64841,2.7750000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.27,0.34,2.3,0.05,0.9951,3.4,0.64,11.0,5.99755,2.8775,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
7.8,0.57,0.09,2.3,0.065,0.99417,3.46,0.74,12.7,6.847085,2.9799999999999995,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
7.5,0.685,0.07,2.5,0.058,0.99632,3.38,0.55,10.9,5.948160000000001,2.9087500000000004,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
10.4,0.44,0.42,1.5,0.145,0.99832,3.38,0.86,9.9,5.44916,3.66,Dry,Intense,Robust,Medium,Live
11.6,0.47,0.44,1.6,0.147,0.99836,3.38,0.86,9.9,5.44918,3.9725,Dry,Intense,Robust,Medium,Brilliant
8.8,0.685,0.26,1.6,0.088,0.99694,3.32,0.47,9.4,5.19847,3.2662500000000003,Dry,"Complex,Spicy",Soft,Medium,Live
7.6,0.665,0.1,1.5,0.066,0.99655,3.39,0.51,9.3,5.148275,2.93875,Dry,"Complex,Spicy","Balanced,Structured",Light,Live
10.1,0.31,0.35,1.6,0.075,0.99672,3.24,0.83,11.2,6.09836,3.5,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.0,0.5,0.04,2.2,0.092,0.99647,3.46,0.47,10.0,5.498235,2.5,Semi-Dry,"Complex,Spicy",Soft,Medium,Liveliness
11.1,0.42,0.47,2.65,0.085,0.99736,3.24,0.77,12.1,6.54868,3.8075,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Brilliant
6.6,0.66,0.0,3.0,0.115,0.99629,3.45,0.63,10.3,5.648145,2.6775,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
10.6,0.5,0.45,2.6,0.119,0.99708,3.23,0.72,10.9,5.94854,3.695,Semi-Dry,Intense,"Balanced,Structured",Medium,Brilliant
7.1,0.685,0.35,2.0,0.088,0.9963,3.28,0.62,9.4,5.19815,2.85375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.9,0.25,0.46,1.7,0.062,0.9959,3.18,0.83,10.6,5.79795,3.4475000000000002,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.68,0.16,1.8,0.078,0.9977,3.5,0.7,9.9,5.44885,2.935,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.63,0.21,1.6,0.08,0.99689,3.58,0.66,9.8,5.398445000000001,2.705,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.42,0.32,2.5,0.08,0.99801,3.22,1.07,9.7,5.349005,2.99,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
7.6,0.735,0.02,2.5,0.071,0.99538,3.51,0.71,11.7,6.34769,2.9662499999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.2,0.26,0.34,2.5,0.073,0.99594,3.4,0.78,11.3,6.147970000000001,3.05,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.7,0.28,0.47,1.7,0.054,0.99686,3.15,0.67,10.6,5.79843,3.9,Dry,Simple,"Balanced,Structured",Medium,Brilliant
5.8,1.01,0.66,2.0,0.039,0.99357,3.66,0.6,11.5,6.246785,2.7824999999999998,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
7.5,0.42,0.32,2.7,0.067,0.99628,3.24,0.44,10.4,5.69814,2.87,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
7.2,0.62,0.06,2.5,0.078,0.99746,3.51,0.53,9.7,5.34873,2.8475,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.2,0.635,0.07,2.6,0.077,0.99748,3.51,0.54,9.7,5.348739999999999,2.85375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.8,0.49,0.22,2.3,0.071,0.99438,3.41,0.83,11.3,6.14719,2.73,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.9,0.51,0.23,2.0,0.072,0.99438,3.4,0.84,11.2,6.097189999999999,2.7600000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.6,0.63,0.03,2.0,0.08,0.99578,3.44,0.64,10.9,5.94789,2.925,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.9,0.56,0.03,1.5,0.086,0.99522,3.53,0.57,10.6,5.79761,2.7550000000000003,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.35,0.24,2.0,0.067,0.99576,3.43,0.54,10.0,5.49788,2.83,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.1,0.21,0.37,1.6,0.067,0.99552,3.23,0.58,11.1,6.04776,3.2275,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.4,0.38,0.46,2.1,0.104,0.99664,3.12,0.65,11.8,6.39832,3.5900000000000007,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.8,0.31,0.4,2.8,0.109,0.99614,3.31,0.79,11.8,6.398070000000001,3.2050000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.47,0.0,2.2,0.067,0.99517,3.4,0.58,10.9,5.947585,2.7424999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.2,0.56,0.18,1.6,0.078,0.99576,3.15,0.49,9.9,5.4478800000000005,3.2725,Dry,"Complex,Spicy",Soft,Medium,Live
7.6,0.715,0.0,2.1,0.068,0.99533,3.48,0.65,11.4,6.197665000000001,2.94875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.4,0.31,0.29,3.1,0.194,0.99536,3.22,0.78,12.0,6.49768,3.055,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
8.9,0.75,0.14,2.5,0.086,0.99824,3.34,0.64,10.5,5.74912,3.2825,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.0,0.8,0.12,2.4,0.083,0.99836,3.33,0.65,10.4,5.69918,3.3125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.7,0.52,0.38,2.6,0.066,0.99577,3.15,0.79,12.1,6.547885,3.6875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
6.8,0.57,0.0,2.5,0.072,0.99491,3.43,0.56,11.2,6.097455,2.7,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.7,0.9,0.34,6.6,0.112,1.00289,3.22,0.68,9.3,5.151445000000001,3.79,Sweet,Intense,"Balanced,Structured",Medium,Brilliant
7.2,0.34,0.24,2.0,0.071,0.99576,3.44,0.58,10.1,5.54788,2.805,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.1,0.45,0.23,1.9,0.082,0.99774,3.22,0.65,9.3,5.1488700000000005,3.5,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.2,0.63,0.03,2.2,0.08,0.99745,3.53,0.58,9.8,5.398725000000001,2.8475,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,1.02,0.02,3.4,0.084,0.99892,3.48,0.49,11.0,5.99946,3.205,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
8.9,0.31,0.36,2.6,0.056,0.99562,3.4,0.69,11.8,6.397810000000001,3.2425,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
9.2,0.58,0.2,3.0,0.081,0.998,3.23,0.59,9.5,5.249,3.3024999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.2,0.54,0.27,2.6,0.084,0.9964,3.39,0.71,11.0,5.9982,2.85,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.1,0.56,0.0,2.2,0.079,0.9948,3.59,0.54,11.5,6.2474,2.5625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
7.4,0.52,0.13,2.4,0.078,0.99528,3.43,0.59,10.8,5.89764,2.87,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.3,0.38,0.48,3.8,0.132,0.99577,3.23,0.57,13.2,7.097885,3.3475000000000006,Sweet,Intense,"Balanced,Structured",Full-Bodied,Live
9.1,0.28,0.46,9.0,0.114,0.99901,3.18,0.6,10.9,5.949505,3.255,Sweet,Intense,"Balanced,Structured",Medium,Live
10.0,0.46,0.44,2.9,0.065,0.99674,3.33,0.62,12.2,6.598369999999999,3.5575,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
9.4,0.395,0.46,4.6,0.094,0.99639,3.27,0.64,12.2,6.598195,3.38125,Sweet,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
8.6,0.315,0.4,2.2,0.079,0.99512,3.27,0.67,11.9,6.44756,3.1462499999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.3,0.715,0.19,1.5,0.161,0.99395,3.62,0.61,11.0,5.996975,2.45625,Dry,Intense,"Balanced,Structured",Medium,Liveliness
9.6,0.41,0.37,2.3,0.091,0.99786,3.24,0.56,10.5,5.74893,3.405,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.22,0.36,1.9,0.064,0.99604,3.47,0.87,11.0,5.99802,3.1625,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
9.4,0.24,0.33,2.3,0.061,0.99786,3.47,0.9,10.2,5.598929999999999,3.3600000000000003,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
8.4,0.67,0.19,2.2,0.093,0.99736,3.2,0.59,9.2,5.09868,3.115,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
8.7,0.33,0.38,3.3,0.063,0.99468,3.3,0.73,12.0,6.49734,3.1775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.6,0.4,0.29,1.9,0.078,0.9971,3.45,0.59,9.5,5.24855,2.9349999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.0,0.63,0.5,1.4,0.071,0.99791,3.07,0.6,10.4,5.698955,4.05,Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.2,0.38,0.38,2.8,0.068,0.99356,3.34,0.72,12.9,6.94678,2.825,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
6.2,0.46,0.17,1.6,0.073,0.99425,3.61,0.54,11.4,6.197125,2.61,Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
9.6,0.33,0.52,2.2,0.074,0.99509,3.36,0.76,12.4,6.697545,3.4524999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
9.9,0.27,0.49,5.0,0.082,0.99484,3.19,0.52,12.5,6.74742,3.4625,Sweet,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
10.1,0.43,0.4,2.6,0.092,0.99834,3.22,0.64,10.0,5.49917,3.5375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.8,0.5,0.34,2.3,0.094,0.99864,3.24,0.6,9.7,5.34932,3.47,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,0.3,0.49,3.8,0.09,0.99498,3.27,0.64,12.1,6.54749,3.0900000000000003,Sweet,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
10.2,0.44,0.42,2.0,0.071,0.99566,3.14,0.79,11.1,6.047829999999999,3.55,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.2,0.44,0.58,4.1,0.092,0.99745,3.29,0.99,12.0,6.498725,3.6274999999999995,Sweet,"Complex,Spicy",Robust,Medium,Live
8.2,0.31,0.4,2.2,0.058,0.99536,3.31,0.68,11.2,6.0976799999999995,3.055,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
10.2,0.34,0.48,2.1,0.052,0.99458,3.2,0.69,12.1,6.54729,3.5549999999999997,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Live
7.6,0.43,0.4,2.7,0.082,0.99538,3.44,0.54,12.2,6.59769,2.9675,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
8.5,0.21,0.52,1.9,0.09,0.99648,3.36,0.67,10.4,5.69824,3.1475,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.0,0.36,0.52,2.1,0.111,0.99568,3.31,0.62,11.3,6.14784,3.2975,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.5,0.37,0.52,2.0,0.088,0.99613,3.29,0.58,11.1,6.048064999999999,3.42,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.57,0.12,2.3,0.12,0.99519,3.47,0.71,11.3,6.147595000000001,2.64,Semi-Dry,Intense,"Balanced,Structured",Medium,Liveliness
